LabelName,Weight
/m/04yx4,0.10803049424916791
/m/07j7r,0.1457671427800074
/m/0dzct,0.14768231101069096
/m/01g317,0.1481089211090759
/m/03bt1vf,0.19971852127410003
/m/09j5n,0.2058519316442268
/m/0d4v4,0.3043921666343655
/m/0c9ph5,0.4438261982730877
/m/083wq,0.4498939080930372
/m/0k4j,0.617762414426702
/m/03q69,0.6547610665731173
/m/0dzf4,0.7333234965638386
/m/04hgtk,0.7600512364489151
/m/05r655,0.7773143514438087
/m/0cgh4,0.8579072906552174
/m/03jm5,1.125590596971797
/m/01mzpv,1.156762837185934
/m/0h9mv,1.2498585895600383
/m/01xyhv,1.3825365451690974
/m/01bl7v,1.7503444801428143
/m/04bcr3,1.788418981677237
/m/079cl,1.8859158878047784
/m/01prls,1.8894734299810636
/m/019jd,1.9371204600875216
/m/0fly7,1.9529189779784653
/m/014sv8,1.9842737037134917
/m/0k65p,2.0350221222317195
/m/035r7c,2.1440060851285567
/m/0138tl,2.159596000153659
/m/01fdzj,2.2555215388756213
/m/0k0pj,2.548159538407504
/m/01bqk0,2.574745232084543
/m/0jyfg,2.644728039190006
/m/01d40f,2.8915906141418537
/m/07yv9,3.0073472980023963
/m/015p6,3.198001105129361
/m/033rq4,3.4286733104884917
/m/0283dt1,3.467461840371611
/m/0cdl1,3.646585707869036
/m/0bt_c3,3.712485730593607
/m/04brg2,3.730015357029258
/m/0271t,3.8005954655879797
/m/04dr76w,3.8133624703619016
/m/0199g,3.815926171133789
/m/0c_jw,3.977766526303738
/m/06msq,4.43782500677335
/m/03120,5.2400810695105005
/m/0bt9lr,5.344425839892035
/m/0270h,5.59168865468326
/m/0hg7b,5.619368251646527
/m/02xwb,5.841264329886572
/m/032b3c,5.904049426316758
/m/0342h,5.91795686433828
/m/026t6,6.17501051490467
/m/017ftj,6.386539879934327
/m/01n5jq,6.503072687724013
/m/0ch_cf,6.607088206893904
/m/0gjbg72,6.6924936005460545
/m/03fp41,6.7115446684288385
/m/0fm3zh,6.733366035101235
/m/0cmf2,7.199972325999723
/m/0h8mhzd,7.901186376515988
/m/02dgv,7.9586316451445835
/m/0f4s2w,8.230031199124864
/m/039xj_,8.62222408905728
/m/0jbk,8.786343937559002
/m/01bfm9,9.024875505500507
/m/04szw,9.286275886742054
/m/0zvk5,9.286838623130778
/m/03p3bw,9.60703428779489
/m/09ddx,9.918543198427551
/m/081qc,9.95139032200676
/m/01yrx,10.093618583870388
