LabelName,Weight
/m/012w5l,0.4911489663368814
/m/05gqfk,0.49513394780817455
/m/0h8my_4,0.495636621866863
/m/01btn,0.49664503818805705
/m/0bh9flk,0.5007200743988308
/m/02zvsm,0.5017493037398356
/m/0mkg,0.5112063586794346
/m/01cmb2,0.5117422144013208
/m/07c6l,0.5122791946892551
/m/06__v,0.5171632124352331
/m/0f9_l,0.5177116357782185
/m/0jy4k,0.5249484650955485
/m/0_k2,0.5277860243663353
/m/061_f,0.528929656055103
/m/09rvcxw,0.531810536534706
/m/04p0qw,0.5353092900645395
/m/0cydv,0.552264787939887
/m/0djtd,0.5585836070238673
/m/04rmv,0.5696640286334423
/m/04ctx,0.5743553794574825
/m/05_5p_0,0.5750318875604948
/m/0kpqd,0.5784384745721091
/m/0pcr,0.5889047919648494
/m/0c29q,0.6019754285312702
/m/0jg57,0.6087307637641647
/m/04c0y,0.6275090906669153
/m/01dwwc,0.6299381581146581
/m/0152hh,0.6340286656348832
/m/05z55,0.6348531502455917
/m/0dj6p,0.6457699372207144
/m/0cn6p,0.6492048836952926
/m/03c7gz,0.6500693376016778
/m/0mw_6,0.664220506855592
/m/0gj37,0.6651254394262399
/m/0jly1,0.6651254394262399
/m/020lf,0.6660328411171351
/m/084rd,0.6687699623820001
/m/0gxl3,0.6715296733684458
/m/03d443,0.6743122548879283
/m/0cd4d,0.6828001014529511
/m/029b3,0.6837564041160505
/m/03tw93,0.6866414522346836
/m/01dwsz,0.6876085528716339
/m/015x5n,0.7095960356669478
/m/0nl46,0.710628926548559
/m/02x984l,0.7168899743595596
/m/07crc,0.7211256610618317
/m/0jwn_,0.7211256610618317
/m/0633h,0.7352440851488856
/m/02rgn06,0.7385810477138579
/m/0fp6w,0.7397001099073638
/m/03s_tn,0.7430777359800002
/m/0174k2,0.7453466756318474
/m/01h44,0.7453466756318474
/m/02jfl0,0.7499263787079264
/m/01dxs,0.7545627087153942
/m/01fb_0,0.7628157383419689
/m/05n4y,0.7628157383419689
/m/01h8tj,0.7640095031907044
/m/029bxz,0.7664082771410676
/m/01fh4r,0.7724716337640191
/m/0703r8,0.7736958360362284
/m/01s55n,0.7749239246648573
/m/0by6g,0.7811233160621761
/m/01_5g,0.7912513331261913
/m/04tn4x,0.7938245081932684
/m/04ylt,0.8096220108438807
/m/05vtc,0.815028501734324
/m/0cjq5,0.8177589154754775
/m/0323sq,0.8205076849392606
/m/01g3x7,0.8218890110081819
/m/040b_t,0.8246656630723987
/m/08hvt4,0.827461139896373
/m/0449p,0.8331093388035155
/m/06nrc,0.8417277112738967
/m/06bt6,0.8446402639080625
/m/031b6r,0.8564948641032633
/m/06j2d,0.8610265829609525
